# X	Y	time	B	Z
26.5	9.5	0.4166666667	-4.454095379	0.9729324374
26.5	9.5	0.425	-4.225700885	0.9872111394
26.5	9.5	0.4333333333	-3.879206896	1.00149083
26.5	9.5	0.4416666667	-3.39877866	1.0154946
26.5	9.5	0.45	-2.930186174	1.028949493
26.5	9.5	0.4583333333	-2.489167437	1.041303665
26.5	9.5	0.4666666667	-2.272608693	1.04652541
26.5	9.5	0.475	-2.477363937	1.041303665
26.5	9.5	0.4833333333	-2.504937686	1.041036644
26.5	9.5	0.4916666667	-2.520675686	1.041036644
31.5	9.5	0.008333333333	-3.922518644	0.1810004929
31.5	9.5	0.01666666667	-3.922518644	0.1810004929
31.5	9.5	0.025	-3.922518644	0.1810004929
31.5	9.5	0.03333333333	-3.922518644	0.1810004929
31.5	9.5	0.04166666667	-3.922518644	0.1810004929
31.5	9.5	0.05	-3.922518644	0.1810004929
31.5	9.5	0.05833333333	-3.918584145	0.1810004929
31.5	9.5	0.06666666667	-3.918584145	0.1810004929
31.5	9.5	0.075	-3.981568393	0.1799017508
31.5	9.5	0.08333333333	-4.367471881	0.1853944722
31.5	9.5	0.09166666667	-4.698240772	0.2079112674
31.5	9.5	0.1	-4.895127016	0.2268578925
31.5	9.5	0.1083333333	-5.111701884	0.2469032598
31.5	9.5	0.1166666667	-5.233771356	0.2661248177
31.5	9.5	0.125	-5.320401303	0.290838108
31.5	9.5	0.1333333333	-5.391280351	0.3202203104
31.5	9.5	0.1416666667	-5.470034849	0.3443847242
31.5	9.5	0.15	-5.466097124	0.3669015194
31.5	9.5	0.1583333333	-5.493661198	0.3984802169
31.5	9.5	0.1666666667	-5.611792945	0.4350007814
31.5	9.5	0.175	-5.670858818	0.4553210814
31.5	9.5	0.1833333333	-5.682671992	0.4836045417
31.5	9.5	0.1916666667	-5.666921093	0.5118870131
31.5	9.5	0.2	-5.678734268	0.5404454062
31.5	9.5	0.2083333333	-5.686609717	0.5459371386
31.5	9.5	0.2166666667	-5.686609717	0.5481336338
31.5	9.5	0.225	-5.690547442	0.5673551917
31.5	9.5	0.2333333333	-5.670858818	0.6003065751
31.5	9.5	0.2416666667	-5.729924691	0.6280411589
31.5	9.5	0.25	-5.76142649	0.6516566961
31.5	9.5	0.2583333333	-5.737800141	0.6681318934
31.5	9.5	0.2666666667	-5.725986966	0.6785664816
31.5	9.5	0.275	-5.698422892	0.6980629723
31.5	9.5	0.2833333333	-5.670858818	0.7238750047
31.5	9.5	0.2916666667	-5.643294744	0.7433714954
31.5	9.5	0.3	-5.615730669	0.771380023
31.5	9.5	0.3083333333	-5.556664796	0.8010361692
31.5	9.5	0.3166666667	-5.481848023	0.8257494595
31.5	9.5	0.325	-5.351903102	0.8545817964
31.5	9.5	0.3333333333	-5.288899504	0.869410364
31.5	9.5	0.3416666667	-5.26921088	0.8721557357
31.5	9.5	0.35	-5.26921088	0.8724306684
31.5	9.5	0.3583333333	-5.24558453	0.8814925708
31.5	9.5	0.3666666667	-5.103826435	0.9116975936
31.5	9.5	0.375	-4.93056654	0.9289975891
31.5	9.5	0.3833333333	-4.643112623	0.954259756
31.5	9.5	0.3916666667	-4.477734628	0.968539447
31.5	9.5	0.4	-4.367471881	0.9740311794
31.5	9.5	0.4083333333	-4.119404889	0.9885848142
31.5	9.5	0.4166666667	-3.646877903	1.006158754
31.5	9.5	0.425	-3.032579921	1.023732693
31.5	9.5	0.4333333333	-2.241100444	1.045427657
31.5	9.5	0.4416666667	-2.241100444	1.044329904
31.5	9.5	0.45	-2.241100444	1.042401418
31.5	9.5	0.4583333333	-2.241100444	1.042134397
36.5	9.5	0.008333333333	-3.906748395	0.1810004929
36.5	9.5	0.01666666667	-3.906748395	0.1810004929
36.5	9.5	0.025	-3.906748395	0.1810004929
36.5	9.5	0.03333333333	-3.910682895	0.1810004929
36.5	9.5	0.04166666667	-3.906748395	0.1810004929
36.5	9.5	0.05	-3.906748395	0.1810004929
36.5	9.5	0.05833333333	-3.906748395	0.1810004929
36.5	9.5	0.06666666667	-4.209962886	0.1810004929
36.5	9.5	0.075	-4.536784376	0.1911601484
36.5	9.5	0.08333333333	-4.808497068	0.209558886
36.5	9.5	0.09166666667	-5.040822836	0.2449807084
36.5	9.5	0.1	-5.237709081	0.2576127808
36.5	9.5	0.1083333333	-5.324339028	0.2779320918
36.5	9.5	0.1166666667	-5.379467176	0.2971546387
36.5	9.5	0.125	-5.450346224	0.3202203104
36.5	9.5	0.1333333333	-5.489723473	0.3377942497
36.5	9.5	0.1416666667	-5.481848023	0.3556431218
36.5	9.5	0.15	-5.481848023	0.3798075356
36.5	9.5	0.1583333333	-5.505474373	0.3883195725
36.5	9.5	0.1666666667	-5.505474373	0.3885945052
36.5	9.5	0.175	-5.517287547	0.3932624283
36.5	9.5	0.1833333333	-5.568477971	0.4075411304
36.5	9.5	0.1916666667	-5.647232468	0.4328042862
36.5	9.5	0.2	-5.682671992	0.4624604324
36.5	9.5	0.2083333333	-5.670858818	0.4899200834
36.5	9.5	0.2166666667	-5.670858818	0.5171048017
36.5	9.5	0.225	-5.690547442	0.5448383965
